34	[40078, 17063, 4376, 21780, 29139, 13959, 17064, 4725, 1721, 13960, 11739, 29140, 7781, 3343, 29141, 3344, 17065, 29142, 21779, 13961, 29143, 17066, 40079, 3566, 29144, 21781, 10035, 7782]
35	[8764, 10036, 219, 146, 5669, 21779]
36	[40080, 13962, 29145, 29146, 29147, 5670]
37	[29147, 2975, 480, 2976, 3567, 2801, 317, 29145]
38	[21782, 2498, 29148, 21783, 6936]
39	[21784, 13963, 13964, 40081, 29148, 55, 17067]
40	[1062, 2977, 40082, 1659, 29149, 11740, 8765, 21785, 8766, 21786, 29150, 975, 13965, 40083, 21787, 17068, 8767, 1316, 17069, 4726, 40084, 21788]
41	[620, 17070, 21787, 2802, 1959, 5671, 5672, 29151]
42	[5136, 1271, 6237, 2125, 1797, 7783, 1475, 1224, 49, 708, 11741, 11742, 29152, 21787, 21789, 774, 3568, 1363, 1722, 21790, 2978]
43	[40085, 1535, 40086, 793, 402, 17071]
44	[2499, 1723, 6937, 1160, 21791, 10037, 2247, 2645, 3345, 1007, 943, 113, 102, 353, 40087, 21792, 21793, 2979]
45	[21794, 103, 17072, 21795, 21792, 2500, 29153, 17073, 21796, 4377, 6937, 8768, 1079, 40088, 21797, 21798, 17074, 3149, 13966, 40089, 4378, 6238, 21799, 21800]
46	[21792, 40090, 21801, 10038, 40091, 17075, 2248]
47	[21802, 13967, 17076, 17077, 13968, 17078, 40092, 2646, 29154, 40093, 1590, 5673, 21803, 1724, 1161, 13969, 5137, 17079, 3346, 2501, 141, 4096, 21804, 1426, 1725, 29155, 2803, 17080, 757, 29156, 2498, 21805, 21806, 10039, 4726, 3150, 1798, 40094, 1162, 29157, 2502, 5674]
48	[976, 500, 1592, 5674, 95, 274, 3347, 1272, 215, 11743, 11744]
49	[104, 2027, 21807, 17081, 21808, 1476, 5674, 7, 432, 5675]
50	[6233, 260, 61, 1960, 3826, 17082, 5674, 162, 32, 913]
51	[1427, 14, 656, 2647, 5674, 4727, 11745]
52	[5674, 2126, 4097, 29158, 13970, 5138, 193, 21809, 62, 3827, 7784, 8769]
53	[3828, 21810, 2379, 372, 5674, 2028, 7785, 17083, 1163]
54	[2249, 4379, 5674, 4728, 2980, 21811]
55	[1799, 17084, 183, 5674, 1880, 7786, 17085]
56	[5674, 21812, 2127, 500, 17053]
57	[13971, 10040, 5674, 10041, 4098, 3569, 4380]
58	[91, 3348, 5674, 5139, 677, 640, 1364, 1881, 4729]
59	[3151, 8770, 689, 10042, 6938, 17086, 21813, 1593, 29159, 17087, 29160, 8771, 21814, 29161, 283, 1, 40095, 13972, 5676, 29162, 29163, 1726, 8772, 3349, 21815, 6939, 11746]
60	[944, 17088, 11746, 96, 2250, 52, 2804, 1164, 29164, 7787, 21816, 29165, 21817, 5140, 40096, 10043, 6940, 29166, 29167, 794, 7788, 883, 21818, 21819, 29168, 3829, 11747, 4381, 17089, 1225, 4730, 29169, 17090, 13973, 13974, 4731, 21820, 6941, 6942, 10044, 469]
61	[11746, 1226, 1036, 2380, 2499, 1882]
62	[11746, 4382, 21821, 29170, 21822, 40097]
63	[40098, 1080, 4383, 5677, 21823, 8773, 4384, 3350, 11746, 6239]
64	[10045, 11746, 13975, 10046, 17091]
65	[13976, 29171, 40099, 5141, 11748, 245, 8774, 40100, 8775]
66	[29171, 40101, 11749, 40102, 8776, 5678, 7789]
67	[17092, 3830, 4385, 13977, 21824]
68	[21824, 29172, 2128, 11750, 29173, 21825, 40103]
69	[21824, 1800, 2381, 17093, 29174, 17094]
70	[21826, 1197, 8772, 3351, 40104]
71	[6943, 21826, 478, 2251, 6240]
72	[29175, 13978, 29176, 13979, 17095, 6241, 21827, 40105, 40106, 40107, 13980, 17096, 17097, 29177, 29178, 7790, 21826, 21828, 10047, 11751]
73	[2805, 4386, 13981, 1801, 11752, 1317, 29179]
74	[40108, 21829, 17098, 29179, 29180, 17099]
75	[40109, 758, 53, 10048, 184, 220]
76	[40110, 7791, 17100, 8777, 5679]
77	[1165, 17101, 29181, 8778, 29182, 29183, 1318]
78	[29182, 2129, 5142, 1365, 6242, 21830]
79	[29184, 29185, 2382, 5143, 5680, 21831, 21832]
80	[4732, 6944, 5681, 5682, 2029, 261, 29186, 40111, 17102, 1037, 29187, 284, 6243, 4733, 17103, 13982, 29184, 3152, 11753, 17104, 1273, 21833, 17105, 6945, 36, 11754, 5144, 182, 1119, 501, 17106]
81	[6946, 21834, 1227, 1536, 3568, 4387, 884, 21835, 2503, 4388, 2981, 10049, 1883, 2806, 228, 10050, 17107, 836, 731, 13983, 3570, 2807, 29188, 40112, 21836, 5145, 2982, 21837, 13984, 10051, 3352, 29189, 29190, 29191, 40113, 1166, 470, 65, 146, 13985, 147, 11755, 17108, 17109, 72, 1366, 8779, 2252, 1367, 130, 1660, 29192, 383, 3571]
82	[29193, 29194, 29195, 8780, 40114, 8781, 29196, 13986, 21838, 29197, 1428, 10051, 1534, 7792, 11756, 2383, 13987]
83	[75, 10051, 13988, 13989, 21839]
84	[10051, 21840, 21841, 4389, 11757, 29198, 29199, 17110, 2648, 11758, 21842, 10052, 3572, 3353, 945, 21843, 29200, 4729, 2808, 4734, 7793, 117, 5683]
85	[5684, 7794, 2384, 17111, 2649, 3354, 3573, 7795, 2650, 29201, 6244, 7796, 6241, 10050, 29202, 10051, 17112, 29203]
86	[10053, 21844, 21845, 7797, 3341, 21846, 7798, 40115, 29204, 29205, 29206, 10051, 13990, 5146, 29207, 6947, 21847, 1727, 1364, 4735, 11759]
87	[4736, 10051, 293, 40116, 40117]
88	[29208, 11760, 5685, 29209, 1319, 10026]
89	[1884, 29208, 40118, 2384, 7799]
90	[21848, 40119, 17113, 8782, 21849, 8783]
91	[8784, 1120, 29210, 1198, 885, 17114, 29211, 21850, 775, 17115, 40120, 29212, 308, 354, 37, 172, 1426, 29213, 502]
92	[29214, 21851, 40121, 2130, 29215, 40122, 29216, 29217, 29218, 11761]
93	[347, 29214, 146, 5686, 2030]
94	[3574, 13991, 6245, 11762, 5147, 455, 6246, 5148, 2983, 10054, 815, 13992, 4099, 21852, 2253, 29219, 3355, 17116, 29220, 2984, 21853, 837, 21854, 4390, 21855, 11763, 7800, 40123, 3352, 5687, 1802, 21856, 776, 21857, 4391, 2385, 29221, 7801]
95	[29221, 5149, 21858, 40124, 6230]
96	[2504, 29222, 6948, 234, 17117, 40125, 8785, 21859, 2985, 7802, 5150, 1035, 446, 2651, 5688, 29223, 1368, 481, 2505, 103, 29224, 11764, 7803, 17118, 5689, 5151, 29225, 709, 7804, 13993, 13994, 7805, 11765, 3575, 3356, 21860, 2130, 21861, 6247, 11766, 6248, 4383, 21862, 29226, 21863, 2254, 8786, 21864, 17119, 21865, 13995, 1885, 7806, 6249, 3831, 1886, 40126, 11767, 21866, 40127, 21867, 40128, 8787, 40129, 21868, 11768, 10055, 29227, 8788, 7807, 13996, 131, 8789, 13997, 21869, 690, 29228, 11769, 40130, 29229, 21870, 10056, 11770, 13998, 3357, 6250, 29230, 5, 11771, 10057, 3358, 13999, 21871, 21814, 8790, 40131, 815, 3570, 21872, 17120, 29231, 17121, 14000, 29232, 6244, 8791, 4737, 2650, 29233, 1477, 1320, 11772, 21873, 3576, 250, 11773, 7808, 8792, 21805, 21874, 16, 2128, 5152, 3352, 29234, 14001, 1594, 2384, 21875, 17122, 17123, 14002, 11774, 11775, 40132, 14003, 5690, 5145, 40133, 14004, 17124, 17125, 11776, 40134, 14005, 4392, 21876, 3577, 4100, 4393, 29235, 10058, 2652, 570, 17126, 29236, 21877, 4394, 21878, 1274, 4101, 5691, 29237, 2506, 4738, 14006, 5692, 17127, 40135, 21879, 17128, 187, 29238, 21880, 14007, 29239, 4395, 4102, 29240, 2507, 10059, 21881, 3832, 29241, 8793, 1961, 3153, 40136, 21882, 17129, 14008, 17130, 11777, 40137, 29242, 40138, 17131, 10060, 40139, 11778, 3578, 11779, 2653, 21883, 21884, 29243, 40140, 1063, 6949, 21885, 7809, 17132, 1080, 29244, 17133, 17111, 17134, 21886, 146, 14009, 4103, 29245, 456, 14010, 14011, 14012, 21887, 21888, 8794, 21889, 3359, 29246, 14013, 10061, 916, 3154, 21890, 21891, 29247, 11750, 8795, 3833, 5693, 6251, 29248, 10062, 1228, 10063, 413, 14014, 29249, 7810, 29250, 14015, 221, 2131, 373, 447, 21892, 113, 10064, 37, 14016, 977, 29251, 4739, 40141, 3155, 21893, 21894, 414, 21895, 17135, 8796, 11780, 8797, 641, 533, 482, 8798, 7796, 21896, 21897, 17136, 10065, 946, 657, 4104, 1595, 8799, 658, 1478, 1429]
97	[5153, 1064, 222, 816, 11781, 6252, 11782, 2804, 243, 12, 10066, 45, 327, 795, 149, 11783, 21898, 1479, 1162, 1480, 11784, 151, 29252, 11785, 659, 6950, 14017, 40142, 6951, 40143, 6952, 29253, 17137, 4740, 6953, 17138, 2986, 4741, 328, 40144, 2649, 642, 10067, 10068, 10057, 14018, 6253, 17139, 29254, 1229, 1224, 1536, 21899, 201, 838, 17140, 11786, 732, 29255, 8800, 160, 11787, 1038, 10069, 11788, 710, 14019, 10070, 21900, 415, 14020, 17141, 5694, 113, 17142, 1962, 3360, 865, 17143, 29256, 5154, 917, 21901, 1728, 7772, 424, 128, 17144, 10071, 4396, 21902, 1081, 178, 8801, 918, 2809, 2132, 5144]
98	[5155, 29257, 2654, 1230, 7811, 29192, 17145, 14018, 329, 7812, 3577, 3834]
99	[14018, 104, 19, 1197, 315, 416, 4397]
100	[14018, 7813, 7814, 8802, 3579]
101	[14018, 152, 1729, 8803, 40145]
102	[978, 1963, 17146, 21903, 10072, 2506]
103	[1082, 1065, 6954, 17147, 21903, 17148, 4398, 621, 10073, 6, 7815]
104	[21903, 5695, 21904, 14021, 839]
105	[11789, 5696, 8804, 29258, 3156, 3361]
106	[1964, 7816, 54, 759, 1121, 21905, 47, 29258]
107	[29259, 29240, 14022, 3156, 6955, 14023, 21906]
108	[40146, 1802, 17149, 1537, 3835, 17150, 11790, 21907, 4105, 40147]
109	[21908, 5148, 40148, 40149, 7817, 11791, 17151, 8805, 14024, 5697, 1321, 6956, 17152, 29260, 4106, 17097, 14025, 3157, 21909, 17153, 40150, 4742, 14026, 6957, 29261, 2648, 14027, 3362, 1481, 14028, 11792, 10074, 21910, 21911, 14029, 29262, 17154, 29263, 40151, 40152, 10075, 29264, 6254, 29265, 2807, 29266, 2128, 17155, 14030, 21912, 3836, 3580, 11793, 3837, 5698, 1231, 8806, 11794, 29267, 10046, 21913]
110	[7818, 4743, 10076, 17149, 6255, 40153, 14031, 5156, 21914, 14032, 6256, 40154, 29268, 40155, 11795, 29269, 21915, 40156, 40157, 7817, 29270, 2810, 2655, 16, 29271, 3581]
111	[21916, 3363, 21785, 17156, 11796, 40158, 10077, 11797, 8807, 10078, 1122, 40159, 14033, 1965, 21917, 29272]
112	[620, 1430, 448, 122, 1431, 1538, 777, 246, 40160, 14034, 329, 8808, 1066, 29273, 866, 1966, 4107, 2255, 17157, 222, 4744, 2811, 29274, 1232]
113	[21918, 455, 78, 40161, 29275, 1365, 1233, 17158, 10079, 817, 6257, 8809, 3158, 17159, 6958, 6959, 6258, 17160, 6259, 11798, 8810, 4399, 3159, 11799, 17161, 21919, 3838, 11800, 7819, 1887, 4400, 18, 4108, 4745, 8811, 17162, 17163, 2498, 29276, 2656, 40162, 2812, 21920, 21921, 14035, 7820, 29277, 21922, 40163, 11801, 40164, 17164, 5699, 29274, 10080, 2386, 17165, 1199, 886, 1234]
114	[40165, 40166, 7821, 14036, 40167]
115	[14037, 29216, 40168, 2657, 17166, 11802]
116	[40169, 17167, 40170, 5700, 11803, 3364, 40171, 947, 14038]
117	[815, 1539, 29278, 29279, 21923, 2256]
118	[8812, 2031, 1167, 40172, 21923, 3365, 4109, 2133, 1730]
119	[759, 222, 21923, 23, 1797, 1039, 3340, 5701, 883, 2, 818, 5702, 8813, 6260, 17168, 11804, 571, 2387, 6261, 1322, 2987, 4746, 7, 1888, 2032, 355, 167, 294, 2988, 2658]
120	[6262, 17155, 8814, 5157, 3352, 6263, 11805, 4110]
121	[17169, 17155, 17170, 11806, 10081]
122	[75, 17155, 2659, 21924, 17171, 643]
123	[3839, 29280, 8815, 10082, 14039, 1803, 40173, 11807]
124	[7822, 6960, 6264, 14039, 14040, 21925]
125	[8816, 6265, 29281, 14039, 3582, 29282]
126	[14039, 17172, 2134, 709, 622, 295, 34, 66, 449, 840, 10083, 5703, 29283, 29284, 14041, 10084, 7823, 979, 584, 470, 2660, 107, 14042]
127	[5, 6266, 17173, 21926, 14039, 887, 11808, 160, 29285, 40174, 4111, 10085, 40175, 2813, 29286, 8817, 40176, 17174, 2033, 5158, 21927, 1008]
128	[11809, 307, 8818, 29287, 4747, 10086, 659, 1482, 17175, 948, 21847, 1200, 402, 1596, 1731, 8819, 598, 1432, 796, 17176, 471, 11, 534, 733, 383, 6961, 479, 114, 678, 403, 2508, 5704, 40177, 2989, 7824, 8820, 5159, 11810, 274, 4112, 10087, 1323, 711, 472, 2661, 4401, 778, 4402, 1123, 7825, 11811, 6267, 17177, 79, 14043, 8813, 5705, 5160, 40178, 2509, 3583, 5161, 6962, 7826, 1661, 1597, 17178, 162, 29288, 260]
129	[29288, 29289, 40179, 17179, 1732, 623]
130	[29290, 21928, 6268, 40180, 21929, 40181, 10088, 8821]
131	[3354, 40182, 29291, 14044, 14045, 21930, 21931, 40183]
132	[364, 2388, 8822, 14044, 1321, 40184, 11812, 6963, 3160, 1540, 10089, 404, 5685, 3157, 11813, 21932, 10090, 284, 7827, 261, 4113, 8823, 201, 2814, 2990, 40185]
133	[14044, 14046, 3840, 4114, 6269, 285, 17180, 40186]
134	[10091, 2991, 40187, 14044, 29292, 40188]
135	[4739, 8824, 14046, 2510, 29293, 5706, 4748, 11814, 3366, 5162, 11815, 11816, 7828, 14044, 1889, 2511, 599, 17181, 2034, 11817, 318, 6964, 1168, 1598, 5707, 3841, 21933, 4403, 17182, 6965, 1369, 6966]
136	[40189, 21934, 10092, 4749, 17183, 16, 7829, 2254, 2992, 1062, 61, 3584, 3585, 1483, 14047, 2815, 624, 4404, 5708, 7830, 11818, 4405, 1083, 15, 2389, 29294, 4406, 7831, 29295, 5709, 353, 5710, 29296]
137	[204, 10028, 14048, 1124, 8825, 10093, 21935, 1370, 4750, 1084, 29297, 21936, 6967, 2390, 1275, 1482, 6968, 691, 17184, 21937, 2035, 1484, 21934, 10094, 7832, 10095, 29298, 6969, 2662, 14049, 2512, 2036, 4407, 3586, 8826, 29299, 17185, 21938, 4751, 17186, 14050, 4752, 21939, 10096, 10097, 7833, 2135, 29300, 6970, 980, 40190, 6270, 777, 10098, 29301, 11819, 7834, 1804, 209, 21940, 867, 5163, 29302, 11729, 2650, 234, 5711, 6971, 229, 3161, 14051, 14052, 3587, 660, 1067, 3588, 2663, 14053, 4753, 29303, 1125, 3367, 1485, 21941, 129, 29304, 29305, 1890, 11820, 483, 14, 17187, 8827, 1805, 7835, 21942, 2513, 1126, 3368, 5712, 29306, 3369, 29307, 14054, 17188, 1891, 17189, 73, 17190, 11821, 2993, 10099, 3162, 3589, 1892, 29308, 4754, 11822, 17191, 2816, 11823, 14055, 17192, 2975, 480, 6271, 4115, 25, 10100, 5164, 3163, 21943, 4116, 29309, 21944, 40191, 2817, 4408, 10101, 712, 11824, 14056, 6272, 14057, 14058, 11825, 40192, 3842, 11826, 499, 40193, 14059]
138	[21934, 14060, 40194, 5165, 6273, 1804, 14061, 1039, 11827, 14062, 5166]
139	[29310, 40195, 17193, 21945, 11828, 17194, 1733, 7836, 14063]
140	[40196, 1662, 2818, 10102, 1486, 67, 3590, 4755, 29311, 29312, 40197, 11829, 888, 21946, 8828]
141	[40198, 146, 29313, 4409, 17195, 21947, 21948, 11830, 2391, 17196, 6274, 450, 1009, 4117, 1475, 416, 2037, 8829, 2136, 10103]
142	[6972, 40199, 21949, 4118, 29314, 779, 5167]
143	[12, 29314, 1124, 29315, 5713]
144	[21950, 21951, 17197, 6973, 8830]
145	[29316, 6973, 1885, 8831, 14064, 2506, 4738, 4410, 29317, 11774, 8832, 5714, 17198, 1010, 21952, 6275, 6974, 6975, 21953, 17199, 5706, 21954, 92, 4756, 3358, 29318, 40200, 29319, 17200, 21955, 29168, 4103, 21956, 21957, 4757, 6976, 6276]
146	[6973, 1800, 8833, 17201, 8834]
147	[4106, 981, 17202, 2650, 1317, 6977, 6973, 17203, 11831, 1481, 29320, 4119, 17204, 29321, 14065]
148	[17205, 40201, 11832, 17206, 17207, 10104, 17208, 10105, 17209, 6973, 21958, 7837, 2664, 6978, 6979, 3843, 2033, 1038, 4411, 6277, 433, 244, 2994, 2137, 29322, 17210, 1487, 3591, 555, 2642, 40202, 6278, 868, 1541, 7838, 21959, 838, 6980, 7839, 17211, 29323, 758, 1011, 3592, 107, 2131, 31, 1484, 7840, 10106, 5713, 2029, 17212, 6279, 13, 4, 215, 4120, 840, 7841, 21833, 21960, 40203, 17213, 29324, 21961, 21962, 7799, 40204, 1734, 2995, 14066, 3593, 2392, 20, 7842, 5168, 29325, 1276, 11833, 40205, 2138, 11, 11834, 132, 51, 10, 2257, 262, 1967, 2983, 3, 9, 2514, 1663, 17214, 17215, 5715, 10107, 1324, 919, 598, 11835, 21963, 28, 5716, 4412, 21, 8835, 14067, 17216, 3844, 22, 1127, 981, 2511, 14068]
149	[5717, 3164, 29326, 29327, 29328, 6973]
150	[17217, 2393, 1169, 4758, 40206, 10108, 29329, 7843, 3165, 17218, 6973, 17219, 760, 5169]
151	[424, 1128, 6981, 1722, 40207, 2996, 3594, 6973, 8836, 40208, 25, 92, 11836, 4413, 4414, 556, 6982, 5170, 11837]
152	[6, 6973, 5170, 535, 40209]
153	[348, 29330, 11838, 41, 1167, 222, 21964, 11839, 2665, 2258, 21965, 6973]
154	[10109, 8818, 29331, 8837, 40210, 17220, 17221]
155	[1235, 29332, 40211, 2819, 40212, 40213, 29333, 29334, 11836, 11840, 21966, 17222, 215, 7800, 223, 31, 40214, 7844, 21967, 6983, 21968, 5718, 5171, 2820, 4121, 8838, 6280, 864, 40215, 149, 148, 4756, 17223, 1170, 3577, 2038, 34, 6984, 14016, 29213, 40216, 29335, 29336, 21969, 14069, 17224]
156	[40217, 8790, 40218, 14070, 11841, 29337]
157	[14071, 10110, 11842, 10111, 8839, 3595, 3352]
158	[17225, 6281, 29338, 17226, 10110]
159	[6282, 2651, 11812, 8824, 2807, 14072, 10112, 11843, 29339, 1169, 40219, 7845, 29340, 21970, 40220, 731, 11844, 14073, 5719, 17227, 1034, 11845, 21971, 29341, 10113, 29342, 11846, 29343, 10114, 29344, 40221, 40222, 14074, 29345, 29346, 6985, 40223, 21972, 40224, 40225, 29347, 21973, 4415, 8840, 21974, 35, 14075, 7846, 10115, 7, 247, 365, 224, 296, 268, 356, 263, 210, 286, 225, 194, 211, 172, 205, 157, 235, 297, 251, 264, 1893, 29348, 11847, 206, 29349, 14076, 21975, 1968, 1542, 4759, 600, 601, 625, 734, 11848, 602, 661, 662, 585, 521, 536, 522, 40226, 17228, 10110, 2387, 17229, 7843, 2393, 2039, 11831, 5172, 10116, 5145, 29350, 8781, 3845, 40227, 29351, 17230, 29352, 40228, 11849, 21976, 29353, 40229, 3370, 40230, 40231, 2254, 6283, 40232, 501, 920, 8841, 14077, 21977, 29354, 29355, 21978, 626, 644, 586, 503, 40233, 40234, 21979, 2259, 10117, 1599, 11850, 14078, 86, 40235, 6284, 29356, 21980, 40236, 29357, 29358, 21981, 14079, 17231, 14080, 10111, 21982, 29359, 11851]
160	[10110, 10118, 4376, 40237, 5]
161	[17232, 4760, 14081, 10110, 11852, 1129, 5173, 5174, 3596, 17233, 29360, 2666, 29361, 17234, 17235, 1599, 29362, 6285, 17236, 29363, 6986, 6987, 10119]
162	[10110, 14082, 4392, 8842, 40238, 17237, 1886, 2997, 8824, 6286, 8843, 21983, 6948, 10112, 14022, 40239, 6287, 500, 21984, 21985, 29364, 40240, 21986, 572, 29365, 14083]
163	[5, 21987, 3371, 1085, 84, 3166, 5720, 40241, 10110, 1589, 14084, 3372, 75, 29366, 1130, 40242, 29367, 7847, 504, 2139]
164	[2997, 8803, 11853, 5175, 11854, 40243, 40244]
165	[10120, 14085, 29368, 357, 4761]
166	[29368, 2394, 84, 2821, 1664]
167	[29369, 14086, 3597, 10121, 735, 2822, 17238]
168	[5721, 3568, 17239, 5, 2040, 6288, 17238, 2984, 21988, 21989]
169	[2983, 17238, 4416, 4122, 29370, 5176, 17240]
170	[17238, 7845, 12, 1012, 1600, 1277, 537, 39, 1171, 21990, 114, 710, 14087]
171	[457, 40245, 10122, 17241, 11855, 2510, 10123, 136, 29371, 14088, 6955, 21991, 1729, 10124, 6988, 21836, 2140, 5722, 5719, 2251, 3570, 40246, 40247, 17242, 29372, 2393, 3373, 5684, 11856, 21992, 17243, 7810, 6289, 8843, 7848, 2807, 735, 4106, 2032, 3374, 4762, 40248, 1733, 4388, 29373, 21993, 14089, 8844, 6290, 1806, 7849, 1735, 10125, 40249, 4123, 29374, 3361, 29375, 10126, 29376, 6291, 29377, 21994, 21995, 1433]
172	[5723, 2260, 2515, 1894, 5724, 136, 21996, 17244, 11857, 14090, 319, 171, 11858, 245, 8845, 10127, 11859, 1320, 1434, 3598, 1543, 2395, 692, 982, 889, 21997, 4763, 10128, 339, 14091, 40250, 29375, 17245, 3167]
173	[21998, 29378, 29379, 1127, 6292, 10129, 570, 40251, 21999]
174	[21998, 40252, 679, 80, 2667]
175	[40253, 21998, 983, 869, 11860]
176	[40254, 17246, 21864, 29380, 40255]
177	[22000, 22001, 2651, 29381, 10089]
178	[22000, 4124, 6293, 40256, 4764]
179	[2510, 1895, 23, 10130, 17247, 3375, 1131, 14092, 22000, 11861, 680, 1969, 2141]
180	[29382, 2998, 2396, 797, 17248, 793, 40257, 11862, 10131]
181	[2643, 40258, 11863, 29383, 3846, 40259]
182	[40260, 11864, 14093, 14094, 29384, 22002]
183	[29385, 40261, 1371, 1065, 6294, 3168]
184	[2516, 29385, 17249, 29386, 2974, 29387, 4765, 6989, 17250, 10132, 14095, 3847]
185	[22003, 8846, 29388, 40262, 17251, 17252, 298, 22004, 22005]
186	[984, 5725, 5688, 10133, 29388, 1435]
187	[29389, 10134, 17253, 2815, 29390, 5726, 3599, 22006, 3848, 2668, 29391, 29392, 2823, 29393, 40263, 7850, 14096, 3160]
188	[40264, 890, 328, 1086, 248, 663, 1013, 664, 602, 80]
189	[29394, 14097, 29395, 29396, 29397, 10135, 40265, 8787, 11865, 10136, 29398, 40266, 5727, 1736, 17254, 921, 17255, 40267, 1804, 8847, 6295, 8848, 40268, 14098, 10137, 2819, 5728, 29399, 4125, 40269, 10102, 29400, 29401, 8849, 40270, 40271, 40272, 7851, 29402, 22007, 14078, 22008, 8850, 11866, 1889, 7852, 2669, 4743, 17256, 29403, 8784, 10113, 40273, 14099, 40274, 5729, 5177, 29404, 40275, 14100, 4382, 6296, 2397, 29405, 5730, 4766, 40276, 29406, 3832, 4417, 29407, 40277, 13963, 5178, 17257, 8851, 5731, 4376, 10138, 40278, 22009, 4767, 3849, 14101, 815, 14102, 11867, 7853, 4418, 40279, 17258, 40280, 8757, 10139, 40281, 3600, 14103, 478, 4739, 10140, 6990, 2503, 11868, 6972, 29408, 14104, 3601, 17259, 3602, 22010, 4768, 5732, 2804, 890, 328, 22011, 275, 1198, 22012, 22013, 736, 29409, 663, 40282, 21863, 58, 8852, 17260, 1172, 29410, 434, 22014, 3850, 40283, 8853, 22015, 29411, 4419, 557, 6991, 458, 922, 7, 22016, 985, 92, 11869, 8854, 40284, 40285, 48, 11807, 22017, 6297, 17261, 3169, 5179, 4126, 8855, 1236, 236, 2398, 16, 395, 29412, 1601, 3170, 819, 1132, 693, 2041, 820, 603, 505, 6298, 1014, 1896, 1897, 265, 1372, 556, 484, 4769]
190	[29395, 29413, 40286, 22018, 836]
191	[1665, 17262, 891, 22004, 6299, 459]
192	[1970, 5733, 14105, 2670, 1665, 2517, 7854, 2671, 3851, 1201, 11870, 14106, 14107, 14108, 6992, 1807, 6300, 5734, 326, 17263, 2142, 22019]
193	[1665, 821, 6993, 4770, 10141, 3603, 1362, 396]
194	[1133, 1665, 22020, 14109, 8856, 6301, 6930, 14110, 2824, 40287]
195	[4420, 7855, 115, 8857, 22021, 1665, 6994, 40288, 22022, 22023, 6302, 22024, 14111, 10142, 22025, 17264]
196	[29414, 1665, 14112, 14113, 1436, 17265, 5735, 5180, 11871, 22026, 22027]
197	[260, 627, 327, 1898, 374, 51, 2986, 14114, 923, 45, 1665, 3376, 1237, 13955, 7856]
198	[6995, 29415, 40289, 29416, 6303, 1665, 8858]
199	[2042, 7857, 6996, 1665, 3604]
200	[1665, 22028, 8859, 7858, 4421, 11872, 40290, 22029, 6304, 348, 922, 2143, 891]
201	[14115, 3171, 2144, 1665, 10143, 22030]
202	[485, 15, 1488, 10144, 11873, 5181, 5736, 1015, 29417, 1798, 14116, 1665]
